|dates|Chatham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chatham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chatham_NorthCarolina_UnitedStates.Male_Total_Population.data|Chatham_NorthCarolina_UnitedStates.Male_Total_Population.missing|Chatham_NorthCarolina_UnitedStates.Female_Total_Population.data|Chatham_NorthCarolina_UnitedStates.Female_Total_Population.missing|Chatham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Chatham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17857.0|0|34953.0|0|38186.0|0|14764.0|0
