|dates|Chesapeake_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chesapeake_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chesapeake_Virginia_UnitedStates.Male_Total_Population.data|Chesapeake_Virginia_UnitedStates.Male_Total_Population.missing|Chesapeake_Virginia_UnitedStates.Female_Total_Population.data|Chesapeake_Virginia_UnitedStates.Female_Total_Population.missing|Chesapeake_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Chesapeake_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32235.0|0|118401.0|0|124233.0|0|58443.0|0
