|dates|Fulton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Georgia_UnitedStates.Male_Total_Population.data|Fulton_Georgia_UnitedStates.Male_Total_Population.missing|Fulton_Georgia_UnitedStates.Female_Total_Population.data|Fulton_Georgia_UnitedStates.Female_Total_Population.missing|Fulton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|122730.0|0|508527.0|0|541587.0|0|229407.0|0
