|dates|Wayne_Utah_UnitedStates.JHU_ConfirmedCases.data|Wayne_Utah_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Utah_UnitedStates.NYT_ConfirmedCases.data|Wayne_Utah_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
