|dates|Osceola_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osceola_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osceola_Florida_UnitedStates.Male_Total_Population.data|Osceola_Florida_UnitedStates.Male_Total_Population.missing|Osceola_Florida_UnitedStates.Female_Total_Population.data|Osceola_Florida_UnitedStates.Female_Total_Population.missing|Osceola_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Osceola_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48605.0|0|181463.0|0|186527.0|0|89835.0|0
