|dates|DeSoto_Louisiana_UnitedStates.BLS_EmployedPopulation.data|DeSoto_Louisiana_UnitedStates.BLS_EmployedPopulation.missing|DeSoto_Louisiana_UnitedStates.BLS_UnemployedPopulation.data|DeSoto_Louisiana_UnitedStates.BLS_UnemployedPopulation.missing|DeSoto_Louisiana_UnitedStates.BLS_UnemploymentRate.data|DeSoto_Louisiana_UnitedStates.BLS_UnemploymentRate.missing|DeSoto_Louisiana_UnitedStates.BLS_LaborForcePopulation.data|DeSoto_Louisiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-02|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-03|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-04|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-05|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-06|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-07|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-08|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-09|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-10|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-11|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-12|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-13|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-14|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-15|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-16|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-17|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-18|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-19|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-20|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-21|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-22|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-23|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-24|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-25|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-26|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-27|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-28|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-29|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-30|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-01-31|10222.0|0|771.0|0|7.0135540798690075|0|10993.0|0
0|2020-02-01|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-02|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-03|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-04|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-05|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-06|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
0|2020-02-07|10351.5|0|611.5|0|5.5778527775244005|0|10963.0|0
