|dates|Humboldt_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Humboldt_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Humboldt_Nevada_UnitedStates.Male_Total_Population.data|Humboldt_Nevada_UnitedStates.Male_Total_Population.missing|Humboldt_Nevada_UnitedStates.Female_Total_Population.data|Humboldt_Nevada_UnitedStates.Female_Total_Population.missing|Humboldt_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Humboldt_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2294.0|0|8749.0|0|8037.0|0|4537.0|0
