|dates|Lee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Georgia_UnitedStates.Male_Total_Population.data|Lee_Georgia_UnitedStates.Male_Total_Population.missing|Lee_Georgia_UnitedStates.Female_Total_Population.data|Lee_Georgia_UnitedStates.Female_Total_Population.missing|Lee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3751.0|0|14924.0|0|14840.0|0|7765.0|0
