|dates|Kenton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kenton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kenton_Kentucky_UnitedStates.Male_Total_Population.data|Kenton_Kentucky_UnitedStates.Male_Total_Population.missing|Kenton_Kentucky_UnitedStates.Female_Total_Population.data|Kenton_Kentucky_UnitedStates.Female_Total_Population.missing|Kenton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Kenton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23979.0|0|82155.0|0|83896.0|0|39533.0|0
