|dates|Ottawa_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ottawa_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ottawa_Ohio_UnitedStates.Male_Total_Population.data|Ottawa_Ohio_UnitedStates.Male_Total_Population.missing|Ottawa_Ohio_UnitedStates.Female_Total_Population.data|Ottawa_Ohio_UnitedStates.Female_Total_Population.missing|Ottawa_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Ottawa_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10198.0|0|20227.0|0|20542.0|0|7572.0|0
