|dates|Mobile_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mobile_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mobile_Alabama_UnitedStates.Male_Total_Population.data|Mobile_Alabama_UnitedStates.Male_Total_Population.missing|Mobile_Alabama_UnitedStates.Female_Total_Population.data|Mobile_Alabama_UnitedStates.Female_Total_Population.missing|Mobile_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Mobile_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|67041.0|0|197077.0|0|216680.0|0|96711.0|0
