|dates|Nantucket_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Nantucket_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Nantucket_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Nantucket_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Nantucket_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Nantucket_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Nantucket_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Nantucket_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-02|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-03|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-04|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-05|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-06|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-07|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-08|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-09|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-10|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-11|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-12|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-13|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-14|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-15|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-16|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-17|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-18|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-19|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-20|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-21|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-22|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-23|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-24|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-25|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-26|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-27|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-28|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-29|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-30|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-01-31|5501.0|0|688.0|0|11.116497010825658|0|6189.0|0
0|2020-02-01|5560.0|0|699.0|0|11.167918197795174|0|6259.0|0
0|2020-02-02|5560.0|0|699.0|0|11.167918197795174|0|6259.0|0
0|2020-02-03|5560.0|0|699.0|0|11.167918197795174|0|6259.0|0
0|2020-02-04|5560.0|0|699.0|0|11.167918197795174|0|6259.0|0
