|dates|Decatur_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Iowa_UnitedStates.Male_Total_Population.data|Decatur_Iowa_UnitedStates.Male_Total_Population.missing|Decatur_Iowa_UnitedStates.Female_Total_Population.data|Decatur_Iowa_UnitedStates.Female_Total_Population.missing|Decatur_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1584.0|0|3940.0|0|3950.0|0|1727.0|0
