|dates|Sawyer_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sawyer_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sawyer_Wisconsin_UnitedStates.Male_Total_Population.data|Sawyer_Wisconsin_UnitedStates.Male_Total_Population.missing|Sawyer_Wisconsin_UnitedStates.Female_Total_Population.data|Sawyer_Wisconsin_UnitedStates.Female_Total_Population.missing|Sawyer_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Sawyer_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4275.0|0|8421.0|0|8068.0|0|3215.0|0
