|dates|OutofSC_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|OutofSC_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|OutofSC_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|OutofSC_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|OutofSC_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|OutofSC_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|OutofSC_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|OutofSC_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
