|dates|Harris_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harris_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harris_Georgia_UnitedStates.Male_Total_Population.data|Harris_Georgia_UnitedStates.Male_Total_Population.missing|Harris_Georgia_UnitedStates.Female_Total_Population.data|Harris_Georgia_UnitedStates.Female_Total_Population.missing|Harris_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Harris_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6476.0|0|17245.0|0|17230.0|0|7334.0|0
