|dates|Christian_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Christian_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Christian_Kentucky_UnitedStates.Male_Total_Population.data|Christian_Kentucky_UnitedStates.Male_Total_Population.missing|Christian_Kentucky_UnitedStates.Female_Total_Population.data|Christian_Kentucky_UnitedStates.Female_Total_Population.missing|Christian_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Christian_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8791.0|0|38320.0|0|33351.0|0|19263.0|0
