|dates|Hertford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hertford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hertford_NorthCarolina_UnitedStates.Male_Total_Population.data|Hertford_NorthCarolina_UnitedStates.Male_Total_Population.missing|Hertford_NorthCarolina_UnitedStates.Female_Total_Population.data|Hertford_NorthCarolina_UnitedStates.Female_Total_Population.missing|Hertford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Hertford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4679.0|0|11623.0|0|12036.0|0|4467.0|0
