|dates|Scott_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Virginia_UnitedStates.Male_Total_Population.data|Scott_Virginia_UnitedStates.Male_Total_Population.missing|Scott_Virginia_UnitedStates.Female_Total_Population.data|Scott_Virginia_UnitedStates.Female_Total_Population.missing|Scott_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5211.0|0|10829.0|0|10705.0|0|3831.0|0
