|dates|Sarasota_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sarasota_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sarasota_Florida_UnitedStates.Male_Total_Population.data|Sarasota_Florida_UnitedStates.Male_Total_Population.missing|Sarasota_Florida_UnitedStates.Female_Total_Population.data|Sarasota_Florida_UnitedStates.Female_Total_Population.missing|Sarasota_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Sarasota_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|156509.0|0|203342.0|0|223376.0|0|60616.0|0
