|dates|Polk_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_NorthCarolina_UnitedStates.Male_Total_Population.data|Polk_NorthCarolina_UnitedStates.Male_Total_Population.missing|Polk_NorthCarolina_UnitedStates.Female_Total_Population.data|Polk_NorthCarolina_UnitedStates.Female_Total_Population.missing|Polk_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6408.0|0|9889.0|0|10722.0|0|3307.0|0
