|dates|Pike_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Indiana_UnitedStates.Male_Total_Population.data|Pike_Indiana_UnitedStates.Male_Total_Population.missing|Pike_Indiana_UnitedStates.Female_Total_Population.data|Pike_Indiana_UnitedStates.Female_Total_Population.missing|Pike_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2487.0|0|6187.0|0|6223.0|0|2728.0|0
