|dates|Pierce_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_Wisconsin_UnitedStates.Male_Total_Population.data|Pierce_Wisconsin_UnitedStates.Male_Total_Population.missing|Pierce_Wisconsin_UnitedStates.Female_Total_Population.data|Pierce_Wisconsin_UnitedStates.Female_Total_Population.missing|Pierce_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6214.0|0|21199.0|0|21356.0|0|8758.0|0
