|dates|Benton_Washington_UnitedStates.BLS_EmployedPopulation.data|Benton_Washington_UnitedStates.BLS_EmployedPopulation.missing|Benton_Washington_UnitedStates.BLS_UnemployedPopulation.data|Benton_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Benton_Washington_UnitedStates.BLS_UnemploymentRate.data|Benton_Washington_UnitedStates.BLS_UnemploymentRate.missing|Benton_Washington_UnitedStates.BLS_LaborForcePopulation.data|Benton_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-02|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-03|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-04|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-05|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-06|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-07|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-08|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-09|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-10|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-11|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-12|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-13|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-14|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-15|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-16|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-17|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-18|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-19|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-20|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-21|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
0|2020-01-22|97533.5|0|6210.0|0|5.985917189992626|0|103743.5|0
