|dates|Wabaunsee_Kansas_UnitedStates.BLS_EmployedPopulation.data|Wabaunsee_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Wabaunsee_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Wabaunsee_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Wabaunsee_Kansas_UnitedStates.BLS_UnemploymentRate.data|Wabaunsee_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Wabaunsee_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Wabaunsee_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-02|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-03|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-04|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-05|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-06|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-07|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-08|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-09|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-10|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-11|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-12|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-13|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-14|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-15|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-16|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-17|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-18|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-19|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-20|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-21|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-22|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-23|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-24|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-25|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-26|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-27|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-28|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-29|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-30|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-01-31|3519.5|0|142.0|0|3.878191997815103|0|3661.5|0
0|2020-02-01|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-02|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-03|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-04|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-05|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-06|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-07|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-08|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-09|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-10|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-11|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-12|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-13|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-14|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-15|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-16|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-17|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-18|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-19|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-20|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-21|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-22|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-23|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-24|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-25|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-26|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-27|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-28|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-02-29|3545.0|0|142.5|0|3.864406779661017|0|3687.5|0
0|2020-03-01|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-02|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-03|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-04|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-05|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-06|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-07|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-08|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-09|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-10|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-11|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-12|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-13|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-14|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-15|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-16|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-17|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-18|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-19|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-20|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-21|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-22|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-23|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-24|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-25|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-26|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-27|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-28|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-29|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-30|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-03-31|3526.0|0|125.0|0|3.423719528896193|0|3651.0|0
0|2020-04-01|3195.0|0|266.5|0|7.698974433049256|0|3461.5|0
