|dates|Westchester_NewYork_UnitedStates.BLS_EmployedPopulation.data|Westchester_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Westchester_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Westchester_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Westchester_NewYork_UnitedStates.BLS_UnemploymentRate.data|Westchester_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Westchester_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Westchester_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-02|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-03|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-04|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-05|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-06|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-07|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-08|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-09|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-10|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-11|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-12|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-13|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-14|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-15|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-16|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-17|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-18|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-19|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-20|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-21|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-22|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-23|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-24|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-25|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-26|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-27|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-28|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-29|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-30|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-01-31|467241.0|0|19095.5|0|3.9263966410088487|0|486336.5|0
0|2020-02-01|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-02|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-03|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-04|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-05|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-06|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-07|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-08|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-09|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-10|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-11|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-12|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-13|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-14|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-15|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-16|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-17|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-18|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-19|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-20|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-21|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-22|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-23|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-24|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-25|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-26|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-27|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-28|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-02-29|465711.5|0|18916.5|0|3.903303152108421|0|484628.0|0
0|2020-03-01|464240.5|0|19748.0|0|4.080262237635812|0|483988.5|0
