|dates|OutofMN_Minnesota_UnitedStates.BLS_EmployedPopulation.data|OutofMN_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|OutofMN_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|OutofMN_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|OutofMN_Minnesota_UnitedStates.BLS_UnemploymentRate.data|OutofMN_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|OutofMN_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|OutofMN_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
