|dates|PrinceEdward_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PrinceEdward_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PrinceEdward_Virginia_UnitedStates.Male_Total_Population.data|PrinceEdward_Virginia_UnitedStates.Male_Total_Population.missing|PrinceEdward_Virginia_UnitedStates.Female_Total_Population.data|PrinceEdward_Virginia_UnitedStates.Female_Total_Population.missing|PrinceEdward_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|PrinceEdward_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3779.0|0|11491.0|0|11459.0|0|3767.0|0
