|dates|Emporia_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Emporia_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Emporia_Virginia_UnitedStates.Male_Total_Population.data|Emporia_Virginia_UnitedStates.Male_Total_Population.missing|Emporia_Virginia_UnitedStates.Female_Total_Population.data|Emporia_Virginia_UnitedStates.Female_Total_Population.missing|Emporia_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Emporia_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1036.0|0|2370.0|0|2751.0|0|1082.0|0
