|dates|Putnam_Florida_UnitedStates.BLS_EmployedPopulation.data|Putnam_Florida_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Florida_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Florida_UnitedStates.BLS_UnemploymentRate.data|Putnam_Florida_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Florida_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-02|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-03|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-04|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-05|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-06|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-07|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-08|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-09|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-10|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-11|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-12|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-13|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-14|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-15|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-16|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-17|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-18|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-19|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-20|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-21|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-22|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-23|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-24|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-25|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-26|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-27|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-28|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-29|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-30|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-01-31|25278.0|0|1291.5|0|4.860836673629538|0|26569.5|0
0|2020-02-01|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-02|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-03|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-04|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-05|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-06|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-07|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-08|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-09|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-10|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-11|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-12|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-13|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-14|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-15|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-16|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-17|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-18|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-19|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-20|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-21|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-22|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-23|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-24|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-25|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-26|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-27|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-28|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-02-29|25444.0|0|1223.5|0|4.5879816255742005|0|26667.5|0
0|2020-03-01|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-02|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-03|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-04|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-05|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-06|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-07|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-08|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-09|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-10|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-11|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-12|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-13|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-14|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-15|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-16|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-17|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-18|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-19|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-20|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-21|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-22|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-23|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-24|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-25|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-26|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-27|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-28|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-29|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-30|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-03-31|25221.5|0|1877.0|0|6.92658265217632|0|27098.5|0
0|2020-04-01|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-02|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-03|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-04|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-05|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-06|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-07|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-08|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-09|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
0|2020-04-10|21859.0|0|2724.5|0|11.082636727886591|0|24583.5|0
