|dates|Yuma_Colorado_UnitedStates.BLS_EmployedPopulation.data|Yuma_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Yuma_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Yuma_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Yuma_Colorado_UnitedStates.BLS_UnemploymentRate.data|Yuma_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Yuma_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Yuma_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-02|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-03|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-04|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-05|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-06|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-07|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-08|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-09|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-10|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-11|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-12|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-13|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-14|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-15|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-16|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-17|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-18|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-19|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-20|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-21|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-22|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-23|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-24|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-25|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-26|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-27|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-28|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-29|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-30|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-01-31|5520.5|0|107.0|0|1.9013771657041314|0|5627.5|0
0|2020-02-01|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-02|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-03|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-04|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-05|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-06|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
0|2020-02-07|5449.0|0|104.5|0|1.8816962276042135|0|5553.5|0
