|dates|OutofNY_NewYork_UnitedStates.JHU_ConfirmedCases.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedCases.missing|OutofNY_NewYork_UnitedStates.NYT_ConfirmedCases.data|OutofNY_NewYork_UnitedStates.NYT_ConfirmedCases.missing|OutofNY_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNY_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|273.0|0|0.0|100
