|dates|Upshur_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Upshur_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Upshur_WestVirginia_UnitedStates.Male_Total_Population.data|Upshur_WestVirginia_UnitedStates.Male_Total_Population.missing|Upshur_WestVirginia_UnitedStates.Female_Total_Population.data|Upshur_WestVirginia_UnitedStates.Female_Total_Population.missing|Upshur_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Upshur_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4966.0|0|12106.0|0|12309.0|0|5020.0|0
