|dates|Morgan_Utah_UnitedStates.AveragePrecipitationTotal.data|Morgan_Utah_UnitedStates.AveragePrecipitationTotal.missing|Morgan_Utah_UnitedStates.AveragePrecipitation.data|Morgan_Utah_UnitedStates.AveragePrecipitation.missing|Morgan_Utah_UnitedStates.AverageWindDirection.data|Morgan_Utah_UnitedStates.AverageWindDirection.missing|Morgan_Utah_UnitedStates.AverageWindSpeed.data|Morgan_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|191.0|0|10.0|0
