|dates|Orange_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_NewYork_UnitedStates.Male_Total_Population.data|Orange_NewYork_UnitedStates.Male_Total_Population.missing|Orange_NewYork_UnitedStates.Female_Total_Population.data|Orange_NewYork_UnitedStates.Female_Total_Population.missing|Orange_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|53541.0|0|191531.0|0|190420.0|0|97160.0|0
