|dates|Benton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Tennessee_UnitedStates.Male_Total_Population.data|Benton_Tennessee_UnitedStates.Male_Total_Population.missing|Benton_Tennessee_UnitedStates.Female_Total_Population.data|Benton_Tennessee_UnitedStates.Female_Total_Population.missing|Benton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3825.0|0|7926.0|0|8258.0|0|3242.0|0
