|dates|Lafayette_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Louisiana_UnitedStates.Male_Total_Population.data|Lafayette_Louisiana_UnitedStates.Male_Total_Population.missing|Lafayette_Louisiana_UnitedStates.Female_Total_Population.data|Lafayette_Louisiana_UnitedStates.Female_Total_Population.missing|Lafayette_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32067.0|0|118148.0|0|124634.0|0|57350.0|0
