|dates|Livingston_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_Missouri_UnitedStates.Male_Total_Population.data|Livingston_Missouri_UnitedStates.Male_Total_Population.missing|Livingston_Missouri_UnitedStates.Female_Total_Population.data|Livingston_Missouri_UnitedStates.Female_Total_Population.missing|Livingston_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2915.0|0|6589.0|0|8557.0|0|3168.0|0
