|dates|Lyon_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Nevada_UnitedStates.Male_Total_Population.data|Lyon_Nevada_UnitedStates.Male_Total_Population.missing|Lyon_Nevada_UnitedStates.Female_Total_Population.data|Lyon_Nevada_UnitedStates.Female_Total_Population.missing|Lyon_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11813.0|0|28540.0|0|27268.0|0|11946.0|0
