|dates|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Wexford_Michigan_UnitedStates.NYT_ConfirmedCases.data|Wexford_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2989.0|0|0.0|100|48.0|0|0.0|100
