|dates|FallRiver_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FallRiver_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FallRiver_SouthDakota_UnitedStates.Male_Total_Population.data|FallRiver_SouthDakota_UnitedStates.Male_Total_Population.missing|FallRiver_SouthDakota_UnitedStates.Female_Total_Population.data|FallRiver_SouthDakota_UnitedStates.Female_Total_Population.missing|FallRiver_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|FallRiver_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1960.0|0|3417.0|0|3341.0|0|1155.0|0
