|dates|JimWells_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JimWells_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JimWells_Texas_UnitedStates.Male_Total_Population.data|JimWells_Texas_UnitedStates.Male_Total_Population.missing|JimWells_Texas_UnitedStates.Female_Total_Population.data|JimWells_Texas_UnitedStates.Female_Total_Population.missing|JimWells_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|JimWells_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6266.0|0|20244.0|0|20578.0|0|11348.0|0
