|dates|Blair_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blair_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blair_Pennsylvania_UnitedStates.Male_Total_Population.data|Blair_Pennsylvania_UnitedStates.Male_Total_Population.missing|Blair_Pennsylvania_UnitedStates.Female_Total_Population.data|Blair_Pennsylvania_UnitedStates.Female_Total_Population.missing|Blair_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Blair_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|25445.0|0|59979.0|0|62513.0|0|25017.0|0
