|dates|Berkeley_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Berkeley_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Berkeley_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Berkeley_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Berkeley_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-02|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-03|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-04|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-05|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-06|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-07|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-08|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-09|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-10|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-11|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-12|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-13|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-14|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-15|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-16|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-17|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-18|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-19|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-20|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-21|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-22|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-23|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-24|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-25|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-26|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-27|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-28|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-29|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-30|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-01-31|102340.0|0|2763.0|0|2.628849794963036|0|105103.0|0
0|2020-02-01|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-02|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-03|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-04|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-05|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-06|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-07|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-08|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-09|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-10|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-11|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-12|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-13|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-14|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-15|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-16|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-17|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-18|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-19|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-20|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-21|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-22|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-23|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
0|2020-02-24|102719.0|0|2831.5|0|2.682602166735354|0|105550.5|0
