|dates|Riverside_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Riverside_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Riverside_California_UnitedStates.Male_Total_Population.data|Riverside_California_UnitedStates.Male_Total_Population.missing|Riverside_California_UnitedStates.Female_Total_Population.data|Riverside_California_UnitedStates.Female_Total_Population.missing|Riverside_California_UnitedStates.MaleAndFemale_Under18_Population.data|Riverside_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
