|dates|Mariposa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mariposa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mariposa_California_UnitedStates.Male_Total_Population.data|Mariposa_California_UnitedStates.Male_Total_Population.missing|Mariposa_California_UnitedStates.Female_Total_Population.data|Mariposa_California_UnitedStates.Female_Total_Population.missing|Mariposa_California_UnitedStates.MaleAndFemale_Under18_Population.data|Mariposa_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4882.0|0|8904.0|0|8567.0|0|2828.0|0
