|dates|Burke_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Burke_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Burke_NorthCarolina_UnitedStates.AveragePrecipitation.data|Burke_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Burke_NorthCarolina_UnitedStates.AverageWindDirection.data|Burke_NorthCarolina_UnitedStates.AverageWindDirection.missing|Burke_NorthCarolina_UnitedStates.AverageWindSpeed.data|Burke_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|9|0.0|9|177.52083333333334|0|5.802083333333333|0
