|dates|Hamilton_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Florida_UnitedStates.Male_Total_Population.data|Hamilton_Florida_UnitedStates.Male_Total_Population.missing|Hamilton_Florida_UnitedStates.Female_Total_Population.data|Hamilton_Florida_UnitedStates.Female_Total_Population.missing|Hamilton_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2575.0|0|8283.0|0|6027.0|0|2707.0|0
