|dates|Sandusky_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sandusky_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sandusky_Ohio_UnitedStates.Male_Total_Population.data|Sandusky_Ohio_UnitedStates.Male_Total_Population.missing|Sandusky_Ohio_UnitedStates.Female_Total_Population.data|Sandusky_Ohio_UnitedStates.Female_Total_Population.missing|Sandusky_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Sandusky_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11041.0|0|29117.0|0|29682.0|0|13119.0|0
