|dates|Granite_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Granite_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Granite_Montana_UnitedStates.Male_Total_Population.data|Granite_Montana_UnitedStates.Male_Total_Population.missing|Granite_Montana_UnitedStates.Female_Total_Population.data|Granite_Montana_UnitedStates.Female_Total_Population.missing|Granite_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Granite_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1032.0|0|1723.0|0|1655.0|0|517.0|0
