|dates|Trinity_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trinity_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trinity_California_UnitedStates.Male_Total_Population.data|Trinity_California_UnitedStates.Male_Total_Population.missing|Trinity_California_UnitedStates.Female_Total_Population.data|Trinity_California_UnitedStates.Female_Total_Population.missing|Trinity_California_UnitedStates.MaleAndFemale_Under18_Population.data|Trinity_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3420.0|0|6442.0|0|6093.0|0|2140.0|0
