|dates|Harlan_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Harlan_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Harlan_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Harlan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Harlan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Harlan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Harlan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Harlan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|219.0|0|0.0|100|0.0|0|0.0|100
