|dates|Crane_Texas_UnitedStates.BLS_EmployedPopulation.data|Crane_Texas_UnitedStates.BLS_EmployedPopulation.missing|Crane_Texas_UnitedStates.BLS_UnemployedPopulation.data|Crane_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Crane_Texas_UnitedStates.BLS_UnemploymentRate.data|Crane_Texas_UnitedStates.BLS_UnemploymentRate.missing|Crane_Texas_UnitedStates.BLS_LaborForcePopulation.data|Crane_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-02|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-03|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-04|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-05|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-06|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-07|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-08|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-09|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-10|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-11|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-12|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-13|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-14|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-15|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-16|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-17|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-18|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-19|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-20|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-21|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-22|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-23|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-24|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-25|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-26|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-27|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-28|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-29|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-30|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-01-31|1476.5|0|79.0|0|5.07875281260045|0|1555.5|0
0|2020-02-01|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-02|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-03|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-04|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-05|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-06|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-07|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-08|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-09|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-10|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
0|2020-02-11|1498.5|0|76.0|0|4.826929183867895|0|1574.5|0
