|dates|RedLake_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RedLake_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RedLake_Minnesota_UnitedStates.Male_Total_Population.data|RedLake_Minnesota_UnitedStates.Male_Total_Population.missing|RedLake_Minnesota_UnitedStates.Female_Total_Population.data|RedLake_Minnesota_UnitedStates.Female_Total_Population.missing|RedLake_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|RedLake_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|837.0|0|2042.0|0|1957.0|0|966.0|0
