|dates|Fayette_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Tennessee_UnitedStates.Male_Total_Population.data|Fayette_Tennessee_UnitedStates.Male_Total_Population.missing|Fayette_Tennessee_UnitedStates.Female_Total_Population.data|Fayette_Tennessee_UnitedStates.Female_Total_Population.missing|Fayette_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8655.0|0|19937.0|0|20570.0|0|7695.0|0
