|dates|Perquimans_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perquimans_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perquimans_NorthCarolina_UnitedStates.Male_Total_Population.data|Perquimans_NorthCarolina_UnitedStates.Male_Total_Population.missing|Perquimans_NorthCarolina_UnitedStates.Female_Total_Population.data|Perquimans_NorthCarolina_UnitedStates.Female_Total_Population.missing|Perquimans_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Perquimans_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3603.0|0|6452.0|0|6970.0|0|2462.0|0
