|dates|Muskegon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muskegon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muskegon_Michigan_UnitedStates.Male_Total_Population.data|Muskegon_Michigan_UnitedStates.Male_Total_Population.missing|Muskegon_Michigan_UnitedStates.Female_Total_Population.data|Muskegon_Michigan_UnitedStates.Female_Total_Population.missing|Muskegon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Muskegon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29524.0|0|86240.0|0|87348.0|0|40082.0|0
