|dates|Union_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Tennessee_UnitedStates.Male_Total_Population.data|Union_Tennessee_UnitedStates.Male_Total_Population.missing|Union_Tennessee_UnitedStates.Female_Total_Population.data|Union_Tennessee_UnitedStates.Female_Total_Population.missing|Union_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3603.0|0|9700.0|0|9988.0|0|4273.0|0
