|dates|Steuben_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Steuben_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Steuben_Indiana_UnitedStates.Male_Total_Population.data|Steuben_Indiana_UnitedStates.Male_Total_Population.missing|Steuben_Indiana_UnitedStates.Female_Total_Population.data|Steuben_Indiana_UnitedStates.Female_Total_Population.missing|Steuben_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Steuben_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6983.0|0|17560.0|0|17026.0|0|7119.0|0
