|dates|DuPage_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DuPage_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DuPage_Illinois_UnitedStates.Male_Total_Population.data|DuPage_Illinois_UnitedStates.Male_Total_Population.missing|DuPage_Illinois_UnitedStates.Female_Total_Population.data|DuPage_Illinois_UnitedStates.Female_Total_Population.missing|DuPage_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|DuPage_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|143938.0|0|456211.0|0|472378.0|0|210552.0|0
