|dates|Guadalupe_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Guadalupe_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Guadalupe_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Guadalupe_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Guadalupe_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Guadalupe_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Guadalupe_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Guadalupe_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-02|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-03|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-04|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-05|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-06|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-07|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-08|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-09|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-10|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-11|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-12|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-13|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-14|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-15|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-16|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-17|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-18|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-19|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
0|2020-01-20|1426.0|0|76.0|0|5.0599201065246335|0|1502.0|0
