|dates|Otero_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Otero_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Otero_NewMexico_UnitedStates.Male_Total_Population.data|Otero_NewMexico_UnitedStates.Male_Total_Population.missing|Otero_NewMexico_UnitedStates.Female_Total_Population.data|Otero_NewMexico_UnitedStates.Female_Total_Population.missing|Otero_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Otero_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11474.0|0|34530.0|0|32251.0|0|15551.0|0
