|dates|Fremont_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fremont_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fremont_Idaho_UnitedStates.Male_Total_Population.data|Fremont_Idaho_UnitedStates.Male_Total_Population.missing|Fremont_Idaho_UnitedStates.Female_Total_Population.data|Fremont_Idaho_UnitedStates.Female_Total_Population.missing|Fremont_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Fremont_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2213.0|0|6888.0|0|6280.0|0|3390.0|0
