|dates|Stutsman_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stutsman_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stutsman_NorthDakota_UnitedStates.Male_Total_Population.data|Stutsman_NorthDakota_UnitedStates.Male_Total_Population.missing|Stutsman_NorthDakota_UnitedStates.Female_Total_Population.data|Stutsman_NorthDakota_UnitedStates.Female_Total_Population.missing|Stutsman_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Stutsman_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3993.0|0|10758.0|0|10159.0|0|4190.0|0
